seed,training_seed,method,episode,scenario_seed,return,profit_gbp,profit,welfare_gbp,welfare,weighted_hub_profit_welfare,served_requests,outside_requests,outside_share,mean_wait_min,p95_wait_min,max_wait_min,wait_violation_rate,mean_wait_excess_min,wait_violation,unmet_energy_kwh,unmet,grid_energy_kwh,peak_grid_import_kwh,pv_utilization,battery_throughput_kwh,energy_cost_gbp,mean_access_min,p95_access_min,mean_detour_min,p95_detour_min,outside_cost_estimate,outside_mae,outside_nll,approx_unilateral_gain,centralized_reference_difference,centralized_reference_gap,exact_oracle_gap,pending_requests,admitted_requests,admission_ratio,minimum_admission_ratio,peak_admission_pressure,admitted_full_service_ratio,pending_full_service_ratio,pending_energy_kwh,admitted_energy_kwh,peak_queued_energy_kwh,mean_queued_energy_kwh,final_queued_energy_kwh,queue_cleared_by_end,queue_clearance_period,max_queue_vehicle_conservation_error,max_queue_energy_conservation_error_kwh
101,5,proposed,0,101,5.560839117587204,1770.3637153303566,1770.3637153303566,1770.3637153303566,1770.3637153303566,1770.3637153303566,328.475877562108,52.03537370565108,0.13592292585651877,42.62384051590621,90.5089461191109,197.39043657863357,0.22916666666666666,34.2947209608329,10.11899836309697,0.0,0.0,7406.09408700046,1884.6950409800031,1.0,1628.2239046838185,1862.1711450854855,11.11602534872411,12.156571294098796,2.5469857691278928,3.6254251481535125,13.538897993555434,2.961102006444566,0.6050978685847124,,,,,449.4846472482495,328.47587756210794,0.7307833083355378,0.23310889401156837,4.289840609643893,1.0000000000000002,0.730783308335538,11237.116181206238,8211.8969390527,997.4441104469365,504.20320702558973,57.9687183060241,False,,2.220446049250313e-16,0.0
