seed,training_seed,scenario_seed,episode,timestamp,method,hub_id,hub_index,hub,period,price,arrivals,outside_share,wait_min,wait_excess_min,requested_energy_kwh,served_energy_kwh,unmet_energy_kwh,pv_used_kwh,pv_to_ev_kwh,battery_charge_kwh,battery_discharge_kwh,soc,grid_import_kwh,grid_limit_kwh,grid_utilization,grid_price_gbp_per_kwh,revenue_gbp,energy_cost_gbp,operating_cost_gbp,profit_gbp,access_mean_min,route_mean_min,detour_mean_min,outside_cost_estimate,outside_nll,reward,welfare,energy_balance_error_kwh,outside_cost_error_for_evaluation_only,requested_energy,served_energy,unmet_energy,pv_used,pv_to_ev,battery_charge,battery_discharge,grid_import,grid_limit,grid_limit_utilization,grid_price,revenue,energy_cost,operating_cost,profit,energy_balance,wait_violation,unmet,realized_demand,weighted_hub_profit_welfare,historical_equivalent_vehicles,pending_vehicles,admission_ratio,admission_pressure,admitted_vehicles,queued_energy_start_kwh,pending_energy_kwh,admitted_energy_kwh,queued_energy_next_kwh,queue_vehicle_conservation_error,queue_energy_conservation_error_kwh,admitted_full_service_ratio,pending_full_service_ratio
101,5,101,0,2024-09-20T17:00:00,proposed,H06,5,5,1,0.4891475737094879,20.991005487907653,0.16646773468034362,18.7162705796537,3.7162705796537,524.7751371976913,399.99999999999994,0.0,70.0,70.0,0.0,0.0,0.95,329.99999999999994,700.0,0.47142857142857136,0.22,195.65902948379514,72.94999999999999,24.0,98.70902948379515,12.83234663808369,12.83234663808369,4.5199105550687415,13.538897993555434,0.6989409117167777,2.8367149276529995,518.1555864090782,0.0,-2.961102006444566,524.7751371976913,399.99999999999994,0.0,70.0,70.0,0.0,0.0,329.99999999999994,700.0,0.47142857142857136,0.22,195.65902948379514,72.94999999999999,24.0,98.70902948379515,0.0,0.06193784299422833,0.0,20.991005487907653,518.1555864090782,0.0,20.991005487907653,0.7622312332402164,1.3119378429942283,16.0,0.0,524.7751371976913,399.99999999999994,124.77513719769132,0.0,0.0,1.0,0.7622312332402164
101,5,101,0,2024-09-20T17:00:00,proposed,H07,6,6,1,0.5608513951301575,12.048277799781555,0.16646773468034362,0.2413889989077722,0.0,301.2069449945389,300.0,0.0,17.5,17.5,0.0,0.0,0.95,282.5,350.0,0.8071428571428572,0.22,168.25541853904724,62.2375,18.0,88.01791853904724,10.389119306957898,10.389119306957898,1.8711096058741943,13.538897993555434,0.6989409117167777,2.8367149276529995,518.1555864090782,0.0,-2.961102006444566,301.2069449945389,300.0,0.0,17.5,17.5,0.0,0.0,282.5,350.0,0.8071428571428572,0.22,168.25541853904724,62.2375,18.0,88.01791853904724,0.0,0.0,0.0,12.048277799781555,518.1555864090782,0.0,12.048277799781555,0.9959929708972655,1.0040231499817962,12.0,0.0,301.2069449945389,300.0,1.206944994538901,-7.37257477290143e-17,0.0,1.0,0.9959929708972655
101,5,101,0,2024-09-20T17:00:00,proposed,H08,7,7,1,0.425400048494339,0.015677465023571237,0.16646773468034362,0.0,0.0,0.39193662558928094,349.57592168058477,0.0,63.0,63.0,0.0,0.0,0.95,286.57592168058477,500.0,0.5731518433611695,0.22,148.70961403537402,63.361702769728645,20.974555300835092,64.37335596481027,9.475282458358032,9.475282458358032,1.232104954387885,13.538897993555434,0.6989409117167777,2.8367149276529995,518.1555864090782,0.0,-2.961102006444566,0.39193662558928094,349.57592168058477,0.0,63.0,63.0,0.0,0.0,286.57592168058477,500.0,0.5731518433611695,0.22,148.70961403537402,63.361702769728645,20.974555300835092,64.37335596481027,0.0,0.0,0.0,0.015677465023571237,518.1555864090782,13.967359402199822,13.983036867223394,1.0,0.8739398042014621,13.983036867223394,349.1839850549955,349.57592168058477,349.57592168058477,0.0,0.0,0.0,1.0,1.0
101,5,101,0,2024-09-20T18:00:00,proposed,H01,0,0,2,0.43105337023735046,34.31872487715114,0.11286349042827822,197.39043657863357,182.39043657863357,857.9681219287786,200.00000000000003,0.0,12.8,12.8,0.0,0.0,0.95,187.20000000000002,250.0,0.7488,0.3,86.2106740474701,56.224000000000004,12.0,17.986674047470103,10.182211717636033,10.182211717636033,1.705644476972758,13.538897993555434,0.5428962838397727,-2.127572846311297,231.43914898780503,0.0,-2.961102006444566,857.9681219287786,200.00000000000003,0.0,12.8,12.8,0.0,0.0,187.20000000000002,250.0,0.7488,0.3,86.2106740474701,56.224000000000004,12.0,17.986674047470103,0.0,3.039840609643893,0.0,34.31872487715114,231.43914898780503,0.0,34.31872487715114,0.23310889401156837,4.289840609643893,8.0,0.0,857.9681219287786,200.00000000000003,657.9681219287786,0.0,0.0,1.0,0.23310889401156837
101,5,101,0,2024-09-20T18:00:00,proposed,H02,1,1,2,0.5546567440032959,6.616399658927777e-07,0.11286349042827822,37.57276390622022,22.572763906220217,1.6540999147319443e-05,199.99999999999997,0.0,9.6,9.6,0.0,0.0,0.95,190.39999999999998,250.0,0.7615999999999999,0.3,110.93134880065917,57.16799999999999,12.0,41.76334880065917,10.074502033092276,10.074502033092276,1.4490023090832307,13.538897993555434,0.5428962838397727,-2.127572846311297,231.43914898780503,0.0,-2.961102006444566,1.6540999147319443e-05,199.99999999999997,0.0,9.6,9.6,0.0,0.0,190.39999999999998,250.0,0.7615999999999999,0.3,110.93134880065917,57.16799999999999,12.0,41.76334880065917,0.0,0.37621273177033693,0.0,6.616399658927777e-07,231.43914898780503,13.00970119252273,13.009701854162696,0.6149256985040169,1.626212731770337,8.0,325.24252981306824,325.2425463540674,199.99999999999997,125.2425463540674,0.0,0.0,1.0,0.6149256985040169
101,5,101,0,2024-09-20T18:00:00,proposed,H03,2,2,2,0.5555753707885742,0.584359853174969,0.11286349042827822,0.0,0.0,14.608996329374225,86.7493210910399,0.0,9.6,9.6,0.0,0.0,0.95,77.14932109103991,350.0,0.22042663168868545,0.3,48.19578623081158,23.19279632731197,5.204959265462394,19.79803063803721,10.434595168955568,10.434595168955568,1.6834948181799738,13.538897993555434,0.5428962838397727,-2.127572846311297,231.43914898780503,0.0,-2.961102006444566,14.608996329374225,86.7493210910399,0.0,9.6,9.6,0.0,0.0,77.14932109103991,350.0,0.22042663168868545,0.3,48.19578623081158,23.19279632731197,5.204959265462394,19.79803063803721,0.0,0.0,0.0,0.584359853174969,231.43914898780503,2.885612990466627,3.469972843641596,1.0,0.2891644036367997,3.469972843641596,72.14032476166568,86.7493210910399,86.7493210910399,0.0,0.0,0.0,1.0,1.0
101,5,101,0,2024-09-20T18:00:00,proposed,H04,3,3,2,0.5006673336029053,0.004136627350267483,0.11286349042827822,0.0,0.0,0.10341568375668708,153.28014001147312,0.0,12.8,12.8,0.0,0.0,0.95,140.4801400114731,250.0,0.5619205600458924,0.3,76.74235899382424,42.20804200344193,9.196808400688388,25.33750858969392,13.332310368075074,13.332310368075074,4.37530064087237,13.538897993555434,0.5428962838397727,-2.127572846311297,231.43914898780503,0.0,-2.961102006444566,0.10341568375668708,153.28014001147312,0.0,12.8,12.8,0.0,0.0,140.4801400114731,250.0,0.5619205600458924,0.3,76.74235899382424,42.20804200344193,9.196808400688388,25.33750858969392,0.0,0.0,0.0,0.004136627350267483,231.43914898780503,6.127068973108658,6.131205600458926,1.0,0.7664007000573657,6.131205600458926,153.17672432771644,153.28014001147312,153.28014001147312,0.0,0.0,0.0,1.0,1.0
101,5,101,0,2024-09-20T18:00:00,proposed,H05,4,4,2,0.5851355791091919,1.5626409479429373,0.11286349042827822,0.0,0.0,39.06602369857343,39.06602369857343,0.0,24.0,24.0,0.0,0.0,0.95,15.066023698573431,500.0,0.030132047397146863,0.3,22.85892040035818,4.639807109572029,2.343961421914406,15.875151868871745,16.122317000877924,16.122317000877924,7.047465028691638,13.538897993555434,0.5428962838397727,-2.127572846311297,231.43914898780503,0.0,-2.961102006444566,39.06602369857343,39.06602369857343,0.0,24.0,24.0,0.0,0.0,15.066023698573431,500.0,0.030132047397146863,0.3,22.85892040035818,4.639807109572029,2.343961421914406,15.875151868871745,0.0,0.0,0.0,1.5626409479429373,231.43914898780503,0.0,1.5626409479429373,1.0,0.09766505924643358,1.5626409479429373,0.0,39.06602369857343,39.06602369857343,0.0,0.0,0.0,1.0,1.0
101,5,101,0,2024-09-20T18:00:00,proposed,H06,5,5,2,0.5055942535400391,0.3613195413347161,0.11286349042827822,0.0,0.0,9.032988533367902,133.80812573105922,0.0,32.0,32.0,0.0,0.0,0.95,101.80812573105922,700.0,0.1454401796157989,0.3,67.65261944658658,30.702437719317764,8.028487543863553,28.921694183405265,13.15621685244736,13.15621685244736,4.519586075839096,13.538897993555434,0.5428962838397727,-2.127572846311297,231.43914898780503,0.0,-2.961102006444566,9.032988533367902,133.80812573105922,0.0,32.0,32.0,0.0,0.0,101.80812573105922,700.0,0.1454401796157989,0.3,67.65261944658658,30.702437719317764,8.028487543863553,28.921694183405265,0.0,0.0,0.0,0.3613195413347161,231.43914898780503,4.991005487907653,5.352325029242369,1.0,0.33452031432764806,5.352325029242369,124.77513719769132,133.80812573105922,133.80812573105922,0.0,0.0,0.0,1.0,1.0
101,5,101,0,2024-09-20T18:00:00,proposed,H07,6,6,2,0.5603855848312378,5.8532985954746035,0.11286349042827822,0.0,0.0,146.3324648868651,147.539409881404,0.0,8.0,8.0,0.0,0.0,0.95,139.539409881404,350.0,0.39868402823258287,0.3,82.67895849204628,41.9018229644212,8.852364592884237,31.92477093474084,10.292804400082025,10.292804400082025,1.507091756517125,13.538897993555434,0.5428962838397727,-2.127572846311297,231.43914898780503,0.0,-2.961102006444566,146.3324648868651,147.539409881404,0.0,8.0,8.0,0.0,0.0,139.539409881404,350.0,0.39868402823258287,0.3,82.67895849204628,41.9018229644212,8.852364592884237,31.92477093474084,0.0,0.0,0.0,5.8532985954746035,231.43914898780503,0.04827779978155444,5.901576395256158,1.0,0.49179803293801316,5.901576395256158,1.206944994538901,147.539409881404,147.539409881404,0.0,0.0,0.0,1.0,1.0
101,5,101,0,2024-09-20T18:00:00,proposed,H08,7,7,2,0.4633399248123169,24.56933768656362,0.11286349042827822,32.13501632461358,17.13501632461358,614.2334421640905,400.00000000000006,0.0,28.8,28.8,0.0,0.0,0.95,371.20000000000005,500.0,0.7424000000000001,0.3,185.3359699249268,111.50400000000002,24.0,49.83196992492677,9.849638036945763,9.849638036945763,1.3063343428069571,13.538897993555434,0.5428962838397727,-2.127572846311297,231.43914898780503,0.0,-2.961102006444566,614.2334421640905,400.00000000000006,0.0,28.8,28.8,0.0,0.0,371.20000000000005,500.0,0.7424000000000001,0.3,185.3359699249268,111.50400000000002,24.0,49.83196992492677,0.0,0.28558360541022637,0.0,24.56933768656362,231.43914898780503,0.0,24.56933768656362,0.6512182055583051,1.5355836054102263,16.0,0.0,614.2334421640905,400.00000000000006,214.2334421640905,0.0,0.0,1.0,0.6512182055583051
101,5,101,0,2024-09-20T19:00:00,proposed,H01,0,0,3,0.5124228000640869,1.1982829701941868e-13,0.2262804048354281,137.39043657863445,122.39043657863446,2.9957074254854675e-12,200.0,0.0,3.2,3.2,0.0,0.0,0.95,196.8,250.0,0.7872,0.34,102.48456001281738,66.92800000000001,12.0,23.55656001281737,9.601687844437883,9.601687844437883,1.371956796640882,13.538897993555434,0.8206044137063327,-0.5910413848520204,185.67673467206689,0.0,-2.961102006444566,2.9957074254854675e-12,200.0,0.0,3.2,3.2,0.0,0.0,196.8,250.0,0.7872,0.34,102.48456001281738,66.92800000000001,12.0,23.55656001281737,0.0,2.0398406096439077,0.0,1.1982829701941868e-13,185.67673467206689,26.31872487715114,26.31872487715126,0.3039660940012045,3.2898406096439077,8.0,657.9681219287786,657.9681219287816,200.0,457.96812192878156,0.0,0.0,1.0,0.3039660940012045
101,5,101,0,2024-09-20T19:00:00,proposed,H02,1,1,3,0.5289034843444824,0.027451320433050656,0.2262804048354281,0.0,0.0,0.6862830108262665,125.92882936489367,0.0,2.4,2.4,0.0,0.0,0.95,123.52882936489367,250.0,0.49411531745957465,0.34,66.60419663051404,42.01180198406385,7.55572976189362,17.03666488455657,9.593609612849214,9.593609612849214,1.2046794282090252,13.538897993555434,0.8206044137063327,-0.5910413848520204,185.67673467206689,0.0,-2.961102006444566,0.6862830108262665,125.92882936489367,0.0,2.4,2.4,0.0,0.0,123.52882936489367,250.0,0.49411531745957465,0.34,66.60419663051404,42.01180198406385,7.55572976189362,17.03666488455657,0.0,0.0,0.0,0.027451320433050656,185.67673467206689,5.009701854162696,5.037153174595747,1.0,0.6296441468244683,5.037153174595747,125.2425463540674,125.92882936489367,125.92882936489367,0.0,0.0,0.0,1.0,1.0
101,5,101,0,2024-09-20T19:00:00,proposed,H03,2,2,3,0.5553390383720398,8.301605836435975,0.2262804048354281,0.0,0.0,207.5401459108994,207.5401459108994,0.0,2.4,2.4,0.0,0.0,0.95,205.1401459108994,350.0,0.5861147026025697,0.34,115.2551450537517,69.7596496097058,12.452408754653963,33.04308668939194,10.54558237360601,10.54558237360601,2.0228078597673247,13.538897993555434,0.8206044137063327,-0.5910413848520204,185.67673467206689,0.0,-2.961102006444566,207.5401459108994,207.5401459108994,0.0,2.4,2.4,0.0,0.0,205.1401459108994,350.0,0.5861147026025697,0.34,115.2551450537517,69.7596496097058,12.452408754653963,33.04308668939194,0.0,0.0,0.0,8.301605836435975,185.67673467206689,0.0,8.301605836435975,1.0,0.6918004863696646,8.301605836435975,0.0,207.5401459108994,207.5401459108994,0.0,0.0,0.0,1.0,1.0
101,5,101,0,2024-09-20T19:00:00,proposed,H04,3,3,3,0.5040631890296936,9.359040702782044,0.2262804048354281,10.192805270865332,0.0,233.97601756955112,200.0,0.0,3.2,3.2,0.0,0.0,0.95,196.8,250.0,0.7872,0.34,100.81263780593872,66.92800000000001,12.0,21.88463780593871,13.930052853099083,13.930052853099083,5.180869742164916,13.538897993555434,0.8206044137063327,-0.5910413848520204,185.67673467206689,0.0,-2.961102006444566,233.97601756955112,200.0,0.0,3.2,3.2,0.0,0.0,196.8,250.0,0.7872,0.34,100.81263780593872,66.92800000000001,12.0,21.88463780593871,0.0,0.0,0.0,9.359040702782044,185.67673467206689,0.0,9.359040702782044,0.8547884611316992,1.1698800878477555,8.0,0.0,233.97601756955112,200.0,33.97601756955112,0.0,0.0,1.0,0.8547884611316992
101,5,101,0,2024-09-20T19:00:00,proposed,H05,4,4,3,0.5891633033752441,1.782502716994495,0.2262804048354281,0.0,0.0,44.56256792486238,44.56256792486238,0.0,6.0,6.0,0.0,0.0,0.95,38.56256792486238,500.0,0.07712513584972476,0.34,26.25462972549562,13.14127309445321,2.6737540754917424,10.439602555550668,16.709033389286557,16.709033389286557,7.8750791281171955,13.538897993555434,0.8206044137063327,-0.5910413848520204,185.67673467206689,0.0,-2.961102006444566,44.56256792486238,44.56256792486238,0.0,6.0,6.0,0.0,0.0,38.56256792486238,500.0,0.07712513584972476,0.34,26.25462972549562,13.14127309445321,2.6737540754917424,10.439602555550668,0.0,0.0,0.0,1.782502716994495,185.67673467206689,0.0,1.782502716994495,1.0,0.11140641981215593,1.782502716994495,0.0,44.56256792486238,44.56256792486238,0.0,0.0,0.0,1.0,1.0
