method,axis,level,metric,mean,std,n,unit,availability
proposed,inverse_cost_sensitivity,0.22,outside_share,0.1260075004075296,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.22,mean_wait_min,9.204330814475584,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.22,p95_wait_min,25.74744926986534,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.22,max_wait_min,83.60143644011441,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.22,wait_violation_rate,0.08333333333333333,0.0,1,fraction_of_hub_periods,available
proposed,inverse_cost_sensitivity,0.22,mean_wait_excess_min,5.2600827210978265,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.22,wait_violation,1.814840242705426,0.0,1,hub_hours,available
proposed,inverse_cost_sensitivity,0.22,unmet_energy_kwh,0.0,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.22,unmet,0.0,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.22,pending_requests,367.4212219135017,0.0,1,requests,available
proposed,inverse_cost_sensitivity,0.22,admitted_requests,334.5905486189855,0.0,1,requests,available
proposed,inverse_cost_sensitivity,0.22,admission_ratio,0.9106456803895634,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.22,minimum_admission_ratio,0.417823118538383,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.22,peak_admission_pressure,2.393357274001907,0.0,1,pending_over_capacity,available
proposed,inverse_cost_sensitivity,0.22,admitted_full_service_ratio,1.0,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.22,pending_full_service_ratio,0.9106456803895634,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.22,pending_energy_kwh,9185.530547837543,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.22,admitted_energy_kwh,8364.763715474637,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.22,peak_queued_energy_kwh,282.73353203605484,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.22,mean_queued_energy_kwh,136.79447206048422,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.22,final_queued_energy_kwh,0.0,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.22,queue_cleared_by_end,1.0,0.0,1,boolean,available
proposed,inverse_cost_sensitivity,0.22,queue_clearance_period,4.0,0.0,1,period_index,available
proposed,inverse_cost_sensitivity,0.22,max_queue_vehicle_conservation_error,1.1102230246251565e-16,0.0,1,hours,available
proposed,inverse_cost_sensitivity,0.22,max_queue_energy_conservation_error_kwh,0.0,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.22,grid_energy_kwh,7666.328657477009,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.22,peak_grid_import_kwh,2181.5327347721473,0.0,1,kWh_per_period,available
proposed,inverse_cost_sensitivity,0.22,pv_utilization,1.0,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.22,battery_throughput_kwh,1520.8561106292073,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.22,energy_cost_gbp,1891.6948976146446,0.0,1,GBP,available
proposed,inverse_cost_sensitivity,0.22,mean_access_min,11.576246015938294,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.22,p95_access_min,11.703919211165935,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.22,mean_detour_min,2.998784651047735,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.22,p95_detour_min,3.143485811765429,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.22,outside_cost_estimate,13.538897993555434,0.0,1,GBP,available
proposed,inverse_cost_sensitivity,0.22,outside_mae,2.961102006444566,0.0,1,GBP,available
proposed,inverse_cost_sensitivity,0.22,outside_nll,0.3999811978508981,0.0,1,nll,available
proposed,inverse_cost_sensitivity,0.22,approx_unilateral_gain,,0.0,0,scaled_local_reward,missing
proposed,inverse_cost_sensitivity,0.22,centralized_reference_difference,,0.0,0,scaled_reward,missing
proposed,inverse_cost_sensitivity,0.22,centralized_reference_gap,,0.0,0,scaled_reward_deprecated_non_oracle_alias,missing
proposed,inverse_cost_sensitivity,0.22,exact_oracle_gap,,0.0,0,scaled_reward,missing
proposed,inverse_cost_sensitivity,0.3,return,13.938033957694515,0.0,1,scaled_reward,available
proposed,inverse_cost_sensitivity,0.3,profit_gbp,1797.7767081492796,0.0,1,GBP,available
proposed,inverse_cost_sensitivity,0.3,welfare_gbp,1797.7767081492798,0.0,1,GBP_weighted_hub_profit,available
proposed,inverse_cost_sensitivity,0.3,weighted_hub_profit_welfare,1797.7767081492798,0.0,1,GBP_weighted_hub_profit,available
proposed,inverse_cost_sensitivity,0.3,profit,1797.7767081492796,0.0,1,GBP,available
proposed,inverse_cost_sensitivity,0.3,served_requests,330.38568181232273,0.0,1,requests,available
proposed,inverse_cost_sensitivity,0.3,outside_requests,52.444318187677325,0.0,1,requests,available
proposed,inverse_cost_sensitivity,0.3,outside_share,0.13699114016058647,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.3,mean_wait_min,16.652423871641957,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.3,p95_wait_min,36.702512041615854,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.3,max_wait_min,122.71462345610401,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.3,wait_violation_rate,0.14583333333333334,0.0,1,fraction_of_hub_periods,available
proposed,inverse_cost_sensitivity,0.3,mean_wait_excess_min,10.45168667333497,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.3,wait_violation,3.3664442698319017,0.0,1,hub_hours,available
proposed,inverse_cost_sensitivity,0.3,unmet_energy_kwh,0.0,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.3,unmet,0.0,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.3,pending_requests,384.88054543612077,0.0,1,requests,available
proposed,inverse_cost_sensitivity,0.3,admitted_requests,330.3856818123227,0.0,1,requests,available
proposed,inverse_cost_sensitivity,0.3,admission_ratio,0.858410968623919,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.3,minimum_admission_ratio,0.328380941082226,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.3,peak_admission_pressure,3.0452437242684,0.0,1,pending_over_capacity,available
proposed,inverse_cost_sensitivity,0.3,admitted_full_service_ratio,1.0000000000000002,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.3,pending_full_service_ratio,0.8584109686239191,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.3,pending_energy_kwh,9622.013635903017,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.3,admitted_energy_kwh,8259.642045308068,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.3,peak_queued_energy_kwh,527.2849277727386,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.3,mean_queued_energy_kwh,227.06193176582485,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.3,final_queued_energy_kwh,0.0,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.3,queue_cleared_by_end,1.0,0.0,1,boolean,available
proposed,inverse_cost_sensitivity,0.3,queue_clearance_period,5.0,0.0,1,period_index,available
proposed,inverse_cost_sensitivity,0.3,max_queue_vehicle_conservation_error,2.220446049250313e-16,0.0,1,hours,available
proposed,inverse_cost_sensitivity,0.3,max_queue_energy_conservation_error_kwh,0.0,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.3,grid_energy_kwh,7551.96714142323,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.3,peak_grid_import_kwh,2114.94138872471,0.0,1,kWh_per_period,available
proposed,inverse_cost_sensitivity,0.3,pv_utilization,1.0,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.3,battery_throughput_kwh,1530.0959565164164,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.3,energy_cost_gbp,1867.6229626159459,0.0,1,GBP,available
proposed,inverse_cost_sensitivity,0.3,mean_access_min,11.452246041881137,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.3,p95_access_min,11.822692949169664,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.3,mean_detour_min,2.877140250136982,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.3,p95_detour_min,3.2958745729759595,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.3,outside_cost_estimate,13.538897993555434,0.0,1,GBP,available
proposed,inverse_cost_sensitivity,0.3,outside_mae,2.961102006444566,0.0,1,GBP,available
proposed,inverse_cost_sensitivity,0.3,outside_nll,0.4481664515575468,0.0,1,nll,available
proposed,inverse_cost_sensitivity,0.3,approx_unilateral_gain,,0.0,0,scaled_local_reward,missing
proposed,inverse_cost_sensitivity,0.3,centralized_reference_difference,,0.0,0,scaled_reward,missing
proposed,inverse_cost_sensitivity,0.3,centralized_reference_gap,,0.0,0,scaled_reward_deprecated_non_oracle_alias,missing
proposed,inverse_cost_sensitivity,0.3,exact_oracle_gap,,0.0,0,scaled_reward,missing
proposed,inverse_cost_sensitivity,0.55,return,5.560839117587204,0.0,1,scaled_reward,available
proposed,inverse_cost_sensitivity,0.55,profit_gbp,1770.3637153303566,0.0,1,GBP,available
proposed,inverse_cost_sensitivity,0.55,welfare_gbp,1770.3637153303566,0.0,1,GBP_weighted_hub_profit,available
proposed,inverse_cost_sensitivity,0.55,weighted_hub_profit_welfare,1770.3637153303566,0.0,1,GBP_weighted_hub_profit,available
proposed,inverse_cost_sensitivity,0.55,profit,1770.3637153303566,0.0,1,GBP,available
proposed,inverse_cost_sensitivity,0.55,served_requests,328.475877562108,0.0,1,requests,available
proposed,inverse_cost_sensitivity,0.55,outside_requests,52.03537370565108,0.0,1,requests,available
proposed,inverse_cost_sensitivity,0.55,outside_share,0.13592292585651877,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.55,mean_wait_min,42.62384051590621,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.55,p95_wait_min,90.5089461191109,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.55,max_wait_min,197.39043657863357,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.55,wait_violation_rate,0.22916666666666666,0.0,1,fraction_of_hub_periods,available
proposed,inverse_cost_sensitivity,0.55,mean_wait_excess_min,34.2947209608329,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.55,wait_violation,10.11899836309697,0.0,1,hub_hours,available
proposed,inverse_cost_sensitivity,0.55,unmet_energy_kwh,0.0,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.55,unmet,0.0,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.55,pending_requests,449.4846472482495,0.0,1,requests,available
proposed,inverse_cost_sensitivity,0.55,admitted_requests,328.47587756210794,0.0,1,requests,available
proposed,inverse_cost_sensitivity,0.55,admission_ratio,0.7307833083355378,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.55,minimum_admission_ratio,0.23310889401156837,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.55,peak_admission_pressure,4.289840609643893,0.0,1,pending_over_capacity,available
proposed,inverse_cost_sensitivity,0.55,admitted_full_service_ratio,1.0000000000000002,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.55,pending_full_service_ratio,0.730783308335538,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.55,pending_energy_kwh,11237.116181206238,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.55,admitted_energy_kwh,8211.8969390527,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.55,peak_queued_energy_kwh,997.4441104469365,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.55,mean_queued_energy_kwh,504.20320702558973,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.55,final_queued_energy_kwh,57.9687183060241,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.55,queue_cleared_by_end,0.0,0.0,1,boolean,available
proposed,inverse_cost_sensitivity,0.55,queue_clearance_period,,0.0,0,period_index,missing
proposed,inverse_cost_sensitivity,0.55,max_queue_vehicle_conservation_error,2.220446049250313e-16,0.0,1,hours,available
proposed,inverse_cost_sensitivity,0.55,max_queue_energy_conservation_error_kwh,0.0,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.55,grid_energy_kwh,7406.09408700046,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.55,peak_grid_import_kwh,1884.6950409800031,0.0,1,kWh_per_period,available
proposed,inverse_cost_sensitivity,0.55,pv_utilization,1.0,0.0,1,fraction,available
proposed,inverse_cost_sensitivity,0.55,battery_throughput_kwh,1628.2239046838185,0.0,1,kWh,available
proposed,inverse_cost_sensitivity,0.55,energy_cost_gbp,1862.1711450854855,0.0,1,GBP,available
proposed,inverse_cost_sensitivity,0.55,mean_access_min,11.11602534872411,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.55,p95_access_min,12.156571294098796,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.55,mean_detour_min,2.5469857691278928,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.55,p95_detour_min,3.6254251481535125,0.0,1,min,available
proposed,inverse_cost_sensitivity,0.55,outside_cost_estimate,13.538897993555434,0.0,1,GBP,available
proposed,inverse_cost_sensitivity,0.55,outside_mae,2.961102006444566,0.0,1,GBP,available
proposed,inverse_cost_sensitivity,0.55,outside_nll,0.6050978685847124,0.0,1,nll,available
proposed,inverse_cost_sensitivity,0.55,approx_unilateral_gain,,0.0,0,scaled_local_reward,missing
proposed,inverse_cost_sensitivity,0.55,centralized_reference_difference,,0.0,0,scaled_reward,missing
proposed,inverse_cost_sensitivity,0.55,centralized_reference_gap,,0.0,0,scaled_reward_deprecated_non_oracle_alias,missing
proposed,inverse_cost_sensitivity,0.55,exact_oracle_gap,,0.0,0,scaled_reward,missing
proposed,true_outside_cost,14.0,return,9.46883547821665,0.0,1,scaled_reward,available
proposed,true_outside_cost,14.0,profit_gbp,1341.1643878565485,0.0,1,GBP,available
proposed,true_outside_cost,14.0,welfare_gbp,1341.1643878565487,0.0,1,GBP_weighted_hub_profit,available
proposed,true_outside_cost,14.0,weighted_hub_profit_welfare,1341.1643878565487,0.0,1,GBP_weighted_hub_profit,available
proposed,true_outside_cost,14.0,profit,1341.1643878565485,0.0,1,GBP,available
proposed,true_outside_cost,14.0,served_requests,256.4124297024426,0.0,1,requests,available
proposed,true_outside_cost,14.0,outside_requests,126.41757029755746,0.0,1,requests,available
proposed,true_outside_cost,14.0,outside_share,0.3302185573167136,0.0,1,fraction,available
proposed,true_outside_cost,14.0,mean_wait_min,17.297482046808696,0.0,1,min,available
proposed,true_outside_cost,14.0,p95_wait_min,42.74885333810196,0.0,1,min,available
proposed,true_outside_cost,14.0,max_wait_min,109.02840210073994,0.0,1,min,available
proposed,true_outside_cost,14.0,wait_violation_rate,0.10416666666666667,0.0,1,fraction_of_hub_periods,available
proposed,true_outside_cost,14.0,mean_wait_excess_min,12.508563560335043,0.0,1,min,available
proposed,true_outside_cost,14.0,wait_violation,3.285673666957363,0.0,1,hub_hours,available
proposed,true_outside_cost,14.0,unmet_energy_kwh,0.0,0.0,1,kWh,available
proposed,true_outside_cost,14.0,unmet,0.0,0.0,1,kWh,available
proposed,true_outside_cost,14.0,pending_requests,298.3217730549921,0.0,1,requests,available
proposed,true_outside_cost,14.0,admitted_requests,256.4124297024425,0.0,1,requests,available
proposed,true_outside_cost,14.0,admission_ratio,0.8595163104476988,0.0,1,fraction,available
proposed,true_outside_cost,14.0,minimum_admission_ratio,0.3549699296349045,0.0,1,fraction,available
proposed,true_outside_cost,14.0,peak_admission_pressure,2.8171400350123323,0.0,1,pending_over_capacity,available
proposed,true_outside_cost,14.0,admitted_full_service_ratio,1.0000000000000002,0.0,1,fraction,available
proposed,true_outside_cost,14.0,pending_full_service_ratio,0.8595163104476989,0.0,1,fraction,available
proposed,true_outside_cost,14.0,pending_energy_kwh,7458.044326374802,0.0,1,kWh,available
proposed,true_outside_cost,14.0,admitted_energy_kwh,6410.310742561063,0.0,1,kWh,available
proposed,true_outside_cost,14.0,peak_queued_energy_kwh,363.42800700246653,0.0,1,kWh,available
proposed,true_outside_cost,14.0,mean_queued_energy_kwh,174.6222639689564,0.0,1,kWh,available
proposed,true_outside_cost,14.0,final_queued_energy_kwh,0.0,0.0,1,kWh,available
proposed,true_outside_cost,14.0,queue_cleared_by_end,1.0,0.0,1,boolean,available
proposed,true_outside_cost,14.0,queue_clearance_period,4.0,0.0,1,period_index,available
proposed,true_outside_cost,14.0,max_queue_vehicle_conservation_error,1.1102230246251565e-16,0.0,1,hours,available
proposed,true_outside_cost,14.0,max_queue_energy_conservation_error_kwh,0.0,0.0,1,kWh,available
proposed,true_outside_cost,14.0,grid_energy_kwh,5876.669681744145,0.0,1,kWh,available
proposed,true_outside_cost,14.0,peak_grid_import_kwh,1717.6811176716465,0.0,1,kWh_per_period,available
proposed,true_outside_cost,14.0,pv_utilization,1.0,0.0,1,fraction,available
proposed,true_outside_cost,14.0,battery_throughput_kwh,1356.0621134484977,0.0,1,kWh,available
proposed,true_outside_cost,14.0,energy_cost_gbp,1445.7943172439102,0.0,1,GBP,available
proposed,true_outside_cost,14.0,mean_access_min,10.898740029658365,0.0,1,min,available
proposed,true_outside_cost,14.0,p95_access_min,11.465467416845547,0.0,1,min,available
proposed,true_outside_cost,14.0,mean_detour_min,2.358578962080901,0.0,1,min,available
proposed,true_outside_cost,14.0,p95_detour_min,2.9840334500577566,0.0,1,min,available
proposed,true_outside_cost,14.0,outside_cost_estimate,13.538897993555434,0.0,1,GBP,available
proposed,true_outside_cost,14.0,outside_mae,0.4611020064445661,0.0,1,GBP,available
proposed,true_outside_cost,14.0,outside_nll,0.6216865205509365,0.0,1,nll,available
proposed,true_outside_cost,14.0,approx_unilateral_gain,,0.0,0,scaled_local_reward,missing
proposed,true_outside_cost,14.0,centralized_reference_difference,,0.0,0,scaled_reward,missing
proposed,true_outside_cost,14.0,centralized_reference_gap,,0.0,0,scaled_reward_deprecated_non_oracle_alias,missing
proposed,true_outside_cost,14.0,exact_oracle_gap,,0.0,0,scaled_reward,missing
proposed,true_outside_cost,16.5,return,5.560839117587204,0.0,1,scaled_reward,available
proposed,true_outside_cost,16.5,profit_gbp,1770.3637153303566,0.0,1,GBP,available
proposed,true_outside_cost,16.5,welfare_gbp,1770.3637153303566,0.0,1,GBP_weighted_hub_profit,available
proposed,true_outside_cost,16.5,weighted_hub_profit_welfare,1770.3637153303566,0.0,1,GBP_weighted_hub_profit,available
proposed,true_outside_cost,16.5,profit,1770.3637153303566,0.0,1,GBP,available
proposed,true_outside_cost,16.5,served_requests,328.475877562108,0.0,1,requests,available
proposed,true_outside_cost,16.5,outside_requests,52.03537370565108,0.0,1,requests,available
proposed,true_outside_cost,16.5,outside_share,0.13592292585651877,0.0,1,fraction,available
proposed,true_outside_cost,16.5,mean_wait_min,42.62384051590621,0.0,1,min,available
proposed,true_outside_cost,16.5,p95_wait_min,90.5089461191109,0.0,1,min,available
proposed,true_outside_cost,16.5,max_wait_min,197.39043657863357,0.0,1,min,available
proposed,true_outside_cost,16.5,wait_violation_rate,0.22916666666666666,0.0,1,fraction_of_hub_periods,available
proposed,true_outside_cost,16.5,mean_wait_excess_min,34.2947209608329,0.0,1,min,available
proposed,true_outside_cost,16.5,wait_violation,10.11899836309697,0.0,1,hub_hours,available
proposed,true_outside_cost,16.5,unmet_energy_kwh,0.0,0.0,1,kWh,available
proposed,true_outside_cost,16.5,unmet,0.0,0.0,1,kWh,available
proposed,true_outside_cost,16.5,pending_requests,449.4846472482495,0.0,1,requests,available
proposed,true_outside_cost,16.5,admitted_requests,328.47587756210794,0.0,1,requests,available
proposed,true_outside_cost,16.5,admission_ratio,0.7307833083355378,0.0,1,fraction,available
proposed,true_outside_cost,16.5,minimum_admission_ratio,0.23310889401156837,0.0,1,fraction,available
proposed,true_outside_cost,16.5,peak_admission_pressure,4.289840609643893,0.0,1,pending_over_capacity,available
proposed,true_outside_cost,16.5,admitted_full_service_ratio,1.0000000000000002,0.0,1,fraction,available
proposed,true_outside_cost,16.5,pending_full_service_ratio,0.730783308335538,0.0,1,fraction,available
proposed,true_outside_cost,16.5,pending_energy_kwh,11237.116181206238,0.0,1,kWh,available
proposed,true_outside_cost,16.5,admitted_energy_kwh,8211.8969390527,0.0,1,kWh,available
proposed,true_outside_cost,16.5,peak_queued_energy_kwh,997.4441104469365,0.0,1,kWh,available
proposed,true_outside_cost,16.5,mean_queued_energy_kwh,504.20320702558973,0.0,1,kWh,available
proposed,true_outside_cost,16.5,final_queued_energy_kwh,57.9687183060241,0.0,1,kWh,available
proposed,true_outside_cost,16.5,queue_cleared_by_end,0.0,0.0,1,boolean,available
proposed,true_outside_cost,16.5,queue_clearance_period,,0.0,0,period_index,missing
proposed,true_outside_cost,16.5,max_queue_vehicle_conservation_error,2.220446049250313e-16,0.0,1,hours,available
proposed,true_outside_cost,16.5,max_queue_energy_conservation_error_kwh,0.0,0.0,1,kWh,available
proposed,true_outside_cost,16.5,grid_energy_kwh,7406.09408700046,0.0,1,kWh,available
proposed,true_outside_cost,16.5,peak_grid_import_kwh,1884.6950409800031,0.0,1,kWh_per_period,available
proposed,true_outside_cost,16.5,pv_utilization,1.0,0.0,1,fraction,available
proposed,true_outside_cost,16.5,battery_throughput_kwh,1628.2239046838185,0.0,1,kWh,available
proposed,true_outside_cost,16.5,energy_cost_gbp,1862.1711450854855,0.0,1,GBP,available
proposed,true_outside_cost,16.5,mean_access_min,11.11602534872411,0.0,1,min,available
proposed,true_outside_cost,16.5,p95_access_min,12.156571294098796,0.0,1,min,available
proposed,true_outside_cost,16.5,mean_detour_min,2.5469857691278928,0.0,1,min,available
proposed,true_outside_cost,16.5,p95_detour_min,3.6254251481535125,0.0,1,min,available
proposed,true_outside_cost,16.5,outside_cost_estimate,13.538897993555434,0.0,1,GBP,available
proposed,true_outside_cost,16.5,outside_mae,2.961102006444566,0.0,1,GBP,available
proposed,true_outside_cost,16.5,outside_nll,0.6050978685847124,0.0,1,nll,available
proposed,true_outside_cost,16.5,approx_unilateral_gain,,0.0,0,scaled_local_reward,missing
proposed,true_outside_cost,16.5,centralized_reference_difference,,0.0,0,scaled_reward,missing
proposed,true_outside_cost,16.5,centralized_reference_gap,,0.0,0,scaled_reward_deprecated_non_oracle_alias,missing
proposed,true_outside_cost,16.5,exact_oracle_gap,,0.0,0,scaled_reward,missing
proposed,true_outside_cost,19.0,return,7.021608376695791,0.0,1,scaled_reward,available
proposed,true_outside_cost,19.0,profit_gbp,1889.2631682640913,0.0,1,GBP,available
proposed,true_outside_cost,19.0,welfare_gbp,1889.2631682640913,0.0,1,GBP_weighted_hub_profit,available
proposed,true_outside_cost,19.0,weighted_hub_profit_welfare,1889.2631682640913,0.0,1,GBP_weighted_hub_profit,available
proposed,true_outside_cost,19.0,profit,1889.2631682640913,0.0,1,GBP,available
proposed,true_outside_cost,19.0,served_requests,365.7072484165306,0.0,1,requests,available
proposed,true_outside_cost,19.0,outside_requests,17.122751583469455,0.0,1,requests,available
proposed,true_outside_cost,19.0,outside_share,0.04472677581033214,0.0,1,fraction,available
proposed,true_outside_cost,19.0,mean_wait_min,37.56593919279671,0.0,1,min,available
proposed,true_outside_cost,19.0,p95_wait_min,87.78201913724023,0.0,1,min,available
proposed,true_outside_cost,19.0,max_wait_min,124.43847847546323,0.0,1,min,available
proposed,true_outside_cost,19.0,wait_violation_rate,0.25,0.0,1,fraction_of_hub_periods,available
proposed,true_outside_cost,19.0,mean_wait_excess_min,28.92883042507133,0.0,1,min,available
proposed,true_outside_cost,19.0,wait_violation,9.892519421620936,0.0,1,hub_hours,available
proposed,true_outside_cost,19.0,unmet_energy_kwh,0.0,0.0,1,kWh,available
proposed,true_outside_cost,19.0,unmet,0.0,0.0,1,kWh,available
proposed,true_outside_cost,19.0,pending_requests,506.2367553202955,0.0,1,requests,available
proposed,true_outside_cost,19.0,admitted_requests,365.7072484165306,0.0,1,requests,available
proposed,true_outside_cost,19.0,admission_ratio,0.7224035879914488,0.0,1,fraction,available
proposed,true_outside_cost,19.0,minimum_admission_ratio,0.32531172722714746,0.0,1,fraction,available
proposed,true_outside_cost,19.0,peak_admission_pressure,3.0739746412577205,0.0,1,pending_over_capacity,available
proposed,true_outside_cost,19.0,admitted_full_service_ratio,1.0,0.0,1,fraction,available
proposed,true_outside_cost,19.0,pending_full_service_ratio,0.7224035879914488,0.0,1,fraction,available
proposed,true_outside_cost,19.0,pending_energy_kwh,12655.918883007387,0.0,1,kWh,available
proposed,true_outside_cost,19.0,admitted_energy_kwh,9142.681210413266,0.0,1,kWh,available
proposed,true_outside_cost,19.0,peak_queued_energy_kwh,1282.5953211656115,0.0,1,kWh,available
proposed,true_outside_cost,19.0,mean_queued_energy_kwh,585.5396120990207,0.0,1,kWh,available
proposed,true_outside_cost,19.0,final_queued_energy_kwh,0.0,0.0,1,kWh,available
proposed,true_outside_cost,19.0,queue_cleared_by_end,1.0,0.0,1,boolean,available
proposed,true_outside_cost,19.0,queue_clearance_period,5.0,0.0,1,period_index,available
proposed,true_outside_cost,19.0,max_queue_vehicle_conservation_error,5.551115123125783e-17,0.0,1,hours,available
proposed,true_outside_cost,19.0,max_queue_energy_conservation_error_kwh,0.0,0.0,1,kWh,available
proposed,true_outside_cost,19.0,grid_energy_kwh,8337.429247568512,0.0,1,kWh,available
proposed,true_outside_cost,19.0,peak_grid_import_kwh,1940.5378251037164,0.0,1,kWh_per_period,available
proposed,true_outside_cost,19.0,pv_utilization,1.0,0.0,1,fraction,available
proposed,true_outside_cost,19.0,battery_throughput_kwh,1627.6730154763331,0.0,1,kWh,available
proposed,true_outside_cost,19.0,energy_cost_gbp,2142.334246520527,0.0,1,GBP,available
proposed,true_outside_cost,19.0,mean_access_min,11.196520725902955,0.0,1,min,available
proposed,true_outside_cost,19.0,p95_access_min,12.121531152884902,0.0,1,min,available
proposed,true_outside_cost,19.0,mean_detour_min,2.619148004441028,0.0,1,min,available
proposed,true_outside_cost,19.0,p95_detour_min,3.5920528547518957,0.0,1,min,available
proposed,true_outside_cost,19.0,outside_cost_estimate,13.538897993555434,0.0,1,GBP,available
proposed,true_outside_cost,19.0,outside_mae,5.461102006444566,0.0,1,GBP,available
proposed,true_outside_cost,19.0,outside_nll,0.6621041532129613,0.0,1,nll,available
proposed,true_outside_cost,19.0,approx_unilateral_gain,,0.0,0,scaled_local_reward,missing
proposed,true_outside_cost,19.0,centralized_reference_difference,,0.0,0,scaled_reward,missing
proposed,true_outside_cost,19.0,centralized_reference_gap,,0.0,0,scaled_reward_deprecated_non_oracle_alias,missing
proposed,true_outside_cost,19.0,exact_oracle_gap,,0.0,0,scaled_reward,missing
