episode_in_batch,episode_index,return,weighted_hub_profit_welfare,profit,wait_violation,unmet,outside_cost_estimate,outside_nll,periods,peak_queued_energy_kwh,mean_queued_energy_kwh,final_queued_energy_kwh,minimum_admission_ratio,peak_admission_pressure,queue_cleared_by_end,episode,update,episodes_in_update,training_batch_mean_return,actor_loss,critic_loss,entropy,approx_kl,clip_fraction,explained_variance,advantage_mean,return_mean
0,1,-50.05619262798605,756.1306896975307,756.1306896975306,48.01458293746779,0.0,13.518821215083058,0.2942646593576997,6,2539.54462274748,1848.4856183168984,1357.4296256799544,0.09671356357365662,10.339811325827162,0,0,0,1,-50.05619262798605,-0.020421228151462856,855.1180114746094,-0.06884184165392071,0.001658753308826491,0.031250000931322575,-0.09946611504293679,-26.41840171813965,-25.92401695251465
0,2,-18.881300121357974,1065.830663783004,1065.830663783004,24.61633896599001,0.0,13.538897993555434,0.298388203444118,6,2114.2356200181875,1327.4253643926934,504.7762260453097,0.19086141791668013,5.239403599299186,0,1,1,1,-18.881300121357974,-0.012347029235570517,78.55744171142578,-0.06415158809977584,0.0010627907043574691,0.010416666977107525,-0.04328012235744971,-6.058853626251221,-8.537589073181152
0,3,-44.4328024988926,890.1126997873843,890.1126997873844,44.444941247305366,0.0,13.556050480071002,0.26637802066734273,6,2450.748398005766,1868.097375555911,1389.314557946097,0.09752430627303535,10.253854020764171,0,2,2,1,-44.4328024988926,-0.0008886512650860823,506.5297393798828,-0.09415788206388243,0.0004220211835672047,0.0,-0.03716270245342068,-19.08671760559082,-24.362558364868164
