seed,training_seed,scenario_seed,episode,timestamp,method,hub_id,hub_index,hub,period,price,arrivals,outside_share,wait_min,wait_excess_min,requested_energy_kwh,served_energy_kwh,unmet_energy_kwh,pv_used_kwh,pv_to_ev_kwh,battery_charge_kwh,battery_discharge_kwh,soc,grid_import_kwh,grid_limit_kwh,grid_utilization,grid_price_gbp_per_kwh,revenue_gbp,energy_cost_gbp,operating_cost_gbp,profit_gbp,access_mean_min,route_mean_min,detour_mean_min,outside_cost_estimate,outside_nll,reward,welfare,energy_balance_error_kwh,outside_cost_error_for_evaluation_only,requested_energy,served_energy,unmet_energy,pv_used,pv_to_ev,battery_charge,battery_discharge,grid_import,grid_limit,grid_limit_utilization,grid_price,revenue,energy_cost,operating_cost,profit,energy_balance,wait_violation,unmet,realized_demand,weighted_hub_profit_welfare,historical_equivalent_vehicles,pending_vehicles,admission_ratio,admission_pressure,admitted_vehicles,queued_energy_start_kwh,pending_energy_kwh,admitted_energy_kwh,queued_energy_next_kwh,queue_vehicle_conservation_error,queue_energy_conservation_error_kwh,admitted_full_service_ratio,pending_full_service_ratio
101,,101,0,2024-09-20T16:00:00,fixed_tariff,H01,0,0,0,0.45,11.98624712870717,0.04527566743543794,29.896853465303774,14.896853465303774,299.6561782176792,200.0,0.0,44.0,44.0,84.21052631578947,0.0,0.95,240.21052631578948,250.0,0.9608421052631579,0.16,90.0,38.653684210526315,12.0,39.346315789473685,10.289385279540998,10.289385279540998,1.8088700379889642,13.5,0.28370343354658295,3.0777851502568696,371.098453112549,0.0,-3.0,299.6561782176792,200.0,0.0,44.0,44.0,84.21052631578947,0.0,240.21052631578948,250.0,0.9608421052631579,0.16,90.0,38.653684210526315,12.0,39.346315789473685,0.0,0.24828089108839624,0.0,11.98624712870717,371.098453112549,0.0,11.98624712870717,0.6674315917314877,1.4982808910883962,8.0,0.0,299.6561782176792,200.0,99.65617821767921,0.0,0.0,1.0,0.6674315917314877
101,,101,0,2024-09-20T16:00:00,fixed_tariff,H02,1,1,0,0.45,12.235082077083634,0.04527566743543794,31.763115578127255,16.763115578127255,305.87705192709086,200.00000000000003,0.0,33.0,33.0,82.99999999999997,0.0,0.8942499999999999,250.0,250.0,1.0,0.16,90.00000000000001,40.165,12.0,37.835000000000015,10.263145803347566,10.263145803347566,1.6436684341973367,13.5,0.28370343354658295,3.0777851502568696,371.098453112549,0.0,-3.0,305.87705192709086,200.00000000000003,0.0,33.0,33.0,82.99999999999997,0.0,250.0,250.0,1.0,0.16,90.00000000000001,40.165,12.0,37.835000000000015,0.0,0.27938525963545424,0.0,12.235082077083634,371.098453112549,0.0,12.235082077083634,0.6538574853522264,1.5293852596354542,8.0,0.0,305.87705192709086,200.00000000000003,105.87705192709083,0.0,0.0,1.0,0.6538574853522264
101,,101,0,2024-09-20T16:00:00,fixed_tariff,H03,2,2,0,0.45,12.26182098093095,0.04527566743543794,1.3091049046547587,0.0,306.5455245232738,300.0,0.0,33.0,0.0,83.0,0.0,0.8628333333333335,350.0,350.0,1.0,0.16,135.0,56.165,18.0,60.83500000000001,10.54377777257144,10.54377777257144,1.7553453596136455,13.5,0.28370343354658295,3.0777851502568696,371.098453112549,2.842170943040401e-14,-3.0,306.5455245232738,300.0,0.0,33.0,0.0,83.0,0.0,350.0,350.0,1.0,0.16,135.0,56.165,18.0,60.83500000000001,2.842170943040401e-14,0.0,0.0,12.26182098093095,371.098453112549,0.0,12.26182098093095,0.9786474634283012,1.0218184150775793,12.0,0.0,306.5455245232738,300.0,6.545524523273798,7.632783294297951e-17,0.0,1.0,0.9786474634283012
101,,101,0,2024-09-20T16:00:00,fixed_tariff,H04,3,3,0,0.45,7.676421365741855,0.04527566743543794,0.0,0.0,191.91053414354639,191.91053414354639,0.0,44.0,44.0,78.94736842105263,0.0,0.95,226.85790256459902,250.0,0.907431610258396,0.16,86.35974036459588,36.51726441033584,11.514632048612782,38.327843905647256,13.24013956682249,13.24013956682249,4.184380232588157,13.5,0.28370343354658295,3.0777851502568696,371.098453112549,0.0,-3.0,191.91053414354639,191.91053414354639,0.0,44.0,44.0,78.94736842105263,0.0,226.85790256459902,250.0,0.907431610258396,0.16,86.35974036459588,36.51726441033584,11.514632048612782,38.327843905647256,0.0,0.0,0.0,7.676421365741855,371.098453112549,0.0,7.676421365741855,1.0,0.9595526707177319,7.676421365741855,0.0,191.91053414354639,191.91053414354639,0.0,0.0,0.0,1.0,1.0
101,,101,0,2024-09-20T16:00:00,fixed_tariff,H05,4,4,0,0.45,5.051820412707781,0.04527566743543794,0.0,0.0,126.29551031769452,126.29551031769452,0.0,82.5,82.5,131.57894736842107,0.0,0.95,175.3744576861156,500.0,0.3507489153722312,0.16,56.832979642962535,28.472413229778496,7.577730619061672,20.782835794122366,15.549063215017503,15.549063215017503,6.344191684753173,13.5,0.28370343354658295,3.0777851502568696,371.098453112549,1.4210854715202004e-14,-3.0,126.29551031769452,126.29551031769452,0.0,82.5,82.5,131.57894736842107,0.0,175.3744576861156,500.0,0.3507489153722312,0.16,56.832979642962535,28.472413229778496,7.577730619061672,20.782835794122366,1.4210854715202004e-14,0.0,0.0,5.051820412707781,371.098453112549,0.0,5.051820412707781,1.0,0.3157387757942363,5.051820412707781,0.0,126.29551031769452,126.29551031769452,0.0,0.0,0.0,1.0,1.0
101,,101,0,2024-09-20T16:00:00,fixed_tariff,H06,5,5,0,0.45,7.6582168942991125,0.04527566743543794,0.0,0.0,191.4554223574778,191.4554223574778,0.0,110.0,110.0,126.31578947368422,0.0,0.95,207.77121183116202,700.0,0.29681601690166004,0.16,86.15494006086502,33.79339389298592,11.487325341448669,40.87422082643043,13.317908294398809,13.317908294398809,4.618044087917267,13.5,0.28370343354658295,3.0777851502568696,371.098453112549,0.0,-3.0,191.4554223574778,191.4554223574778,0.0,110.0,110.0,126.31578947368422,0.0,207.77121183116202,700.0,0.29681601690166004,0.16,86.15494006086502,33.79339389298592,11.487325341448669,40.87422082643043,0.0,0.0,0.0,7.6582168942991125,371.098453112549,0.0,7.6582168942991125,1.0,0.47863855589369453,7.6582168942991125,0.0,191.4554223574778,191.4554223574778,0.0,0.0,0.0,1.0,1.0
101,,101,0,2024-09-20T16:00:00,fixed_tariff,H07,6,6,0,0.45,13.180406443065124,0.04527566743543794,5.902032215325623,0.0,329.5101610766281,300.0,0.0,27.5,27.5,77.5,0.0,0.7954166666666667,350.0,350.0,1.0,0.16,135.0,56.1375,18.0,60.8625,10.164814492903282,10.164814492903282,1.3078753622469699,13.5,0.28370343354658295,3.0777851502568696,371.098453112549,0.0,-3.0,329.5101610766281,300.0,0.0,27.5,27.5,77.5,0.0,350.0,350.0,1.0,0.16,135.0,56.1375,18.0,60.8625,0.0,0.0,0.0,13.180406443065124,371.098453112549,0.0,13.180406443065124,0.9104423336136045,1.0983672035887604,12.0,0.0,329.5101610766281,300.0,29.510161076628094,8.326672684688674e-17,0.0,1.0,0.9104423336136045
101,,101,0,2024-09-20T16:00:00,fixed_tariff,H08,7,7,0,0.45,13.555194500143063,0.04527566743543794,0.0,0.0,338.8798625035766,338.8798625035766,0.0,99.0,99.0,131.57894736842107,0.0,0.95,371.4588098719977,500.0,0.7429176197439954,0.16,152.49593812660947,59.92840957951963,20.332791750214597,72.23473679687524,9.890213613143395,9.890213613143395,1.3090734557406114,13.5,0.28370343354658295,3.0777851502568696,371.098453112549,1.4210854715202004e-14,-3.0,338.8798625035766,338.8798625035766,0.0,99.0,99.0,131.57894736842107,0.0,371.4588098719977,500.0,0.7429176197439954,0.16,152.49593812660947,59.92840957951963,20.332791750214597,72.23473679687524,1.4210854715202004e-14,0.0,0.0,13.555194500143063,371.098453112549,0.0,13.555194500143063,1.0,0.8471996562589414,13.555194500143063,0.0,338.8798625035766,338.8798625035766,0.0,0.0,0.0,1.0,1.0
101,,101,0,2024-09-20T17:00:00,fixed_tariff,H01,0,0,1,0.45,0.19303678240635253,0.07518254690939993,0.0,0.0,4.825919560158813,104.48209777783802,0.0,28.0,28.0,0.0,0.0,0.95,76.48209777783802,250.0,0.30592839111135206,0.22,47.01694400002711,16.966061511124366,6.268925866670283,23.78195662223246,9.639508756329237,9.639508756329237,1.4384606483343285,13.5,0.4172708947465841,2.1863029662415134,383.9830581018766,0.0,-3.0,4.825919560158813,104.48209777783802,0.0,28.0,28.0,0.0,0.0,76.48209777783802,250.0,0.30592839111135206,0.22,47.01694400002711,16.966061511124366,6.268925866670283,23.78195662223246,0.0,0.0,0.0,0.19303678240635253,383.9830581018766,3.98624712870717,4.179283911113522,1.0,0.5224104888891903,4.179283911113522,99.65617821767921,104.48209777783802,104.48209777783802,0.0,0.0,0.0,1.0,1.0
101,,101,0,2024-09-20T17:00:00,fixed_tariff,H02,1,1,1,0.45,0.14149025926546052,0.07518254690939993,0.0,0.0,3.5372564816365126,109.41430840872735,0.0,21.0,21.0,11.736842105263195,0.0,0.95,100.15115051399054,250.0,0.40060460205596216,0.22,49.23643878392731,22.13825311307792,6.564858504523642,20.53332716632575,9.743277825734216,9.743277825734216,1.3695400242279696,13.5,0.4172708947465841,2.1863029662415134,383.9830581018766,0.0,-3.0,3.5372564816365126,109.41430840872735,0.0,21.0,21.0,11.736842105263195,0.0,100.15115051399054,250.0,0.40060460205596216,0.22,49.23643878392731,22.13825311307792,6.564858504523642,20.53332716632575,0.0,0.0,0.0,0.14149025926546052,383.9830581018766,4.235082077083634,4.376572336349095,1.0,0.5470715420436368,4.376572336349095,105.87705192709083,109.41430840872735,109.41430840872735,0.0,0.0,0.0,1.0,1.0
