seed,training_seed,method,episode,scenario_seed,return,profit_gbp,profit,welfare_gbp,welfare,weighted_hub_profit_welfare,served_requests,outside_requests,outside_share,mean_wait_min,p95_wait_min,max_wait_min,wait_violation_rate,mean_wait_excess_min,wait_violation,unmet_energy_kwh,unmet,grid_energy_kwh,peak_grid_import_kwh,pv_utilization,battery_throughput_kwh,energy_cost_gbp,mean_access_min,p95_access_min,mean_detour_min,p95_detour_min,outside_cost_estimate,outside_mae,outside_nll,approx_unilateral_gain,centralized_reference_difference,centralized_reference_gap,exact_oracle_gap,pending_requests,admitted_requests,admission_ratio,minimum_admission_ratio,peak_admission_pressure,admitted_full_service_ratio,pending_full_service_ratio,pending_energy_kwh,admitted_energy_kwh,peak_queued_energy_kwh,mean_queued_energy_kwh,final_queued_energy_kwh,queue_cleared_by_end,queue_clearance_period,max_queue_vehicle_conservation_error,max_queue_energy_conservation_error_kwh
101,,fixed_tariff,0,101,9.193946356539623,1417.0163171444956,1417.0163171444956,1417.0163171444958,1417.0163171444958,1417.0163171444958,357.91257180284305,24.91742819715694,0.065087449252036,16.60866734098083,45.51395771563633,75.99587058458623,0.1875,10.696215666960082,4.146847345754444,0.0,0.0,8190.596270900566,2171.672908269664,1.0,1579.6390768020883,2072.631257933224,11.32015406681841,11.70994675300814,2.7431371973537626,3.184252657340391,13.5,3.0,0.3659355966776289,,,,,423.5925151527206,357.91257180284305,0.8449454581930054,0.4411898665899669,2.266597843076437,1.0,0.8449454581930054,10589.812878818015,8947.814295071075,649.4582857916657,273.66643062448964,0.0,True,4.0,1.1102230246251565e-16,0.0
